Model,MSO2024
Firmware Version,1.35

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,1e-05,
Sample Interval,1e-09,
Filter Frequency,2e+08,
Record Length,100000,
Gating,48.99900% to 51.00%,48.99900% to 51.00%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,1,5
Label,,
TIME,CH1,CH2
5.90000e-08,-0.02,0.3
6.00000e-08,-0.02,0.3
6.10000e-08,0.02,0.3
6.20000e-08,-0.02,0.3
6.30000e-08,-0.02,0.3
6.40000e-08,-0.02,0.3
6.50000e-08,-0.02,0.3
6.60000e-08,-0.02,0.3
6.70000e-08,0.02,0.3
6.80000e-08,-0.02,0.3
6.90000e-08,0.02,0.3
7.00000e-08,-0.02,0.3
7.10000e-08,0.02,0.3
7.20000e-08,-0.02,0.3
7.30000e-08,-0.02,0.3
7.40000e-08,-0.02,0.3
7.50000e-08,-0.02,0.5
7.60000e-08,-0.02,0.3
7.70000e-08,-0.02,0.5
7.80000e-08,-0.02,0.3
7.90000e-08,-0.02,0.5
8.00000e-08,-0.02,0.3
8.10000e-08,0.02,0.3
8.20000e-08,-0.02,0.5
8.30000e-08,0.02,0.3
8.40000e-08,0.02,0.5
8.50000e-08,0.02,0.5
8.60000e-08,-0.02,0.5
8.70000e-08,-0.02,0.3
8.80000e-08,-0.02,0.5
8.90000e-08,-0.02,0.5
9.00000e-08,-0.02,0.3
9.10000e-08,0.02,0.5
9.20000e-08,-0.02,0.3
9.30000e-08,0.02,0.3
9.40000e-08,-0.02,0.3
9.50000e-08,0.02,0.3
9.60000e-08,0.02,0.3
9.70000e-08,0.02,0.3
9.80000e-08,-0.02,0.3
9.90000e-08,0.02,0.3
1.00000e-07,-0.02,0.3
1.01000e-07,0.02,0.3
1.02000e-07,-0.02,0.3
1.03000e-07,0.02,0.3
1.04000e-07,-0.02,0.3
1.05000e-07,0.02,0.3
1.06000e-07,-0.02,0.3
1.07000e-07,0.02,0.3
1.08000e-07,-0.02,0.3
1.09000e-07,0.02,0.3
1.10000e-07,0.02,0.3
1.11000e-07,-0.02,0.3
1.12000e-07,-0.02,0.3
1.13000e-07,0.02,0.3
1.14000e-07,-0.02,0.3
1.15000e-07,-0.02,0.3
1.16000e-07,-0.02,0.3
1.17000e-07,-0.02,0.3
1.18000e-07,-0.02,0.3
1.19000e-07,-0.02,0.3
1.20000e-07,-0.02,0.3
1.21000e-07,-0.02,0.3
1.22000e-07,-0.06,0.3
1.23000e-07,-0.02,0.3
1.24000e-07,-0.02,0.3
1.25000e-07,-0.02,0.3
1.26000e-07,-0.02,0.3
1.27000e-07,0.02,0.5
1.28000e-07,-0.06,0.3
1.29000e-07,-0.02,0.5
1.30000e-07,-0.02,0.3
1.31000e-07,-0.02,0.3
1.32000e-07,-0.02,0.3
1.33000e-07,-0.02,0.3
1.34000e-07,-0.02,0.5
1.35000e-07,0.02,0.3
1.36000e-07,0.02,0.5
1.37000e-07,0.02,0.3
1.38000e-07,-0.02,0.3
1.39000e-07,0.02,0.3
1.40000e-07,0.02,0.3
1.41000e-07,0.02,0.5
1.42000e-07,0.02,0.3
1.43000e-07,0.02,0.3
1.44000e-07,-0.02,0.3
1.45000e-07,0.02,0.3
1.46000e-07,-0.02,0.3
1.47000e-07,0.02,0.5
1.48000e-07,-0.02,0.3
1.49000e-07,0.02,0.3
1.50000e-07,-0.02,0.3
1.51000e-07,-0.02,0.5
1.52000e-07,-0.02,0.5
1.53000e-07,-0.02,0.3
1.54000e-07,-0.02,0.3
1.55000e-07,0.02,0.3
1.56000e-07,-0.02,0.3
1.57000e-07,-0.02,0.5
1.58000e-07,-0.02,0.5
1.59000e-07,-0.02,0.3
1.60000e-07,-0.02,0.3
1.61000e-07,0.02,0.3
1.62000e-07,-0.02,0.3
1.63000e-07,-0.02,0.3
1.64000e-07,-0.02,0.3
1.65000e-07,-0.02,0.3
1.66000e-07,-0.02,0.3
1.67000e-07,-0.02,0.3
1.68000e-07,-0.02,0.3
1.69000e-07,-0.02,0.3
1.70000e-07,-0.06,0.3
1.71000e-07,-0.02,0.3
1.72000e-07,-0.02,0.3
1.73000e-07,0.02,0.3
1.74000e-07,-0.02,0.3
1.75000e-07,0.02,0.3
1.76000e-07,-0.02,0.5
1.77000e-07,0.02,0.3
1.78000e-07,-0.02,0.5
1.79000e-07,0.02,0.3
1.80000e-07,-0.02,0.3
1.81000e-07,0.02,0.3
1.82000e-07,-0.02,0.3
1.83000e-07,-0.02,0.3
1.84000e-07,-0.02,0.3
1.85000e-07,-0.02,0.3
1.86000e-07,-0.02,0.3
1.87000e-07,-0.02,0.3
1.88000e-07,-0.02,0.3
1.89000e-07,-0.02,0.3
1.90000e-07,-0.02,0.5
1.91000e-07,0.02,0.3
1.92000e-07,-0.02,0.3
1.93000e-07,0.02,0.3
1.94000e-07,-0.02,0.3
1.95000e-07,0.02,0.3
1.96000e-07,0.02,0.3
1.97000e-07,0.02,0.3
1.98000e-07,-0.02,0.3
1.99000e-07,0.02,0.3
2.00000e-07,-0.02,0.5
2.01000e-07,0.02,0.3
2.02000e-07,-0.02,0.3
2.03000e-07,0.02,0.5
2.04000e-07,0.02,0.3
2.05000e-07,0.02,0.3
2.06000e-07,-0.02,0.5
2.07000e-07,0.02,0.3
2.08000e-07,-0.02,0.5
2.09000e-07,-0.02,0.3
2.10000e-07,-0.02,0.5
2.11000e-07,0.02,0.3
2.12000e-07,-0.02,0.3
2.13000e-07,0.02,0.3
2.14000e-07,-0.02,0.5
2.15000e-07,0.02,0.3
2.16000e-07,-0.02,0.5
2.17000e-07,0.02,0.3
2.18000e-07,-0.02,0.5
2.19000e-07,0.02,0.3
2.20000e-07,-0.02,0.5
2.21000e-07,0.02,0.3
2.22000e-07,-0.02,0.3
2.23000e-07,-0.02,0.3
2.24000e-07,-0.02,0.3
2.25000e-07,-0.02,0.3
2.26000e-07,-0.02,0.3
2.27000e-07,0.02,0.3
2.28000e-07,-0.02,0.3
2.29000e-07,0.02,0.3
2.30000e-07,-0.02,0.3
2.31000e-07,0.02,0.3
2.32000e-07,-0.02,0.3
2.33000e-07,0.02,0.5
2.34000e-07,-0.02,0.3
2.35000e-07,0.02,0.3
2.36000e-07,-0.02,0.3
2.37000e-07,0.02,0.3
2.38000e-07,-0.02,0.3
2.39000e-07,-0.02,0.3
2.40000e-07,-0.02,0.3
2.41000e-07,-0.02,0.3
2.42000e-07,-0.02,0.3
2.43000e-07,-0.02,0.3
2.44000e-07,-0.02,0.3
2.45000e-07,-0.02,0.3
2.46000e-07,-0.02,0.3
2.47000e-07,0.02,0.3
2.48000e-07,-0.02,0.3
2.49000e-07,0.02,0.3
2.50000e-07,-0.02,0.3
2.51000e-07,-0.02,0.3
2.52000e-07,-0.02,0.3
2.53000e-07,0.02,0.3
2.54000e-07,-0.02,0.3
2.55000e-07,0.02,0.3
2.56000e-07,-0.02,0.3
2.57000e-07,0.02,0.3
2.58000e-07,-0.02,0.3
2.59000e-07,-0.02,0.3
2.60000e-07,-0.02,0.5
2.61000e-07,-0.02,0.5
2.62000e-07,-0.02,0.5
2.63000e-07,-0.02,0.5
2.64000e-07,-0.02,0.5
2.65000e-07,0.02,0.3
2.66000e-07,-0.02,0.3
2.67000e-07,0.02,0.3
2.68000e-07,-0.02,0.3
2.69000e-07,0.02,0.5
2.70000e-07,-0.02,0.3
2.71000e-07,-0.02,0.3
2.72000e-07,-0.02,0.3
2.73000e-07,0.02,0.3
2.74000e-07,-0.02,0.3
2.75000e-07,0.02,0.3
2.76000e-07,-0.02,0.5
2.77000e-07,0.02,0.3
2.78000e-07,-0.02,0.3
2.79000e-07,0.02,0.3
2.80000e-07,-0.02,0.3
2.81000e-07,0.02,0.3
2.82000e-07,-0.02,0.5
2.83000e-07,0.02,0.5
2.84000e-07,-0.02,0.3
2.85000e-07,0.02,0.5
2.86000e-07,-0.02,0.3
2.87000e-07,0.02,0.5
2.88000e-07,-0.02,0.3
2.89000e-07,0.02,0.3
2.90000e-07,-0.02,0.3
2.91000e-07,0.02,0.5
2.92000e-07,-0.02,0.3
2.93000e-07,0.02,0.3
2.94000e-07,-0.02,0.3
2.95000e-07,0.02,0.3
2.96000e-07,-0.02,0.5
2.97000e-07,0.02,0.3
2.98000e-07,-0.02,0.5
2.99000e-07,-0.02,0.5
3.00000e-07,-0.02,0.5
3.01000e-07,-0.02,0.5
3.02000e-07,-0.02,0.5
3.03000e-07,-0.02,0.3
3.04000e-07,-0.02,0.3
3.05000e-07,-0.02,0.3
3.06000e-07,-0.02,0.3
3.07000e-07,-0.02,0.5
3.08000e-07,-0.02,0.3
3.09000e-07,-0.02,0.3
3.10000e-07,-0.02,0.3
3.11000e-07,-0.02,0.3
3.12000e-07,0.02,0.5
3.13000e-07,-0.02,0.3
3.14000e-07,-0.02,0.3
3.15000e-07,0.02,0.3
3.16000e-07,-0.02,0.3
3.17000e-07,0.02,0.5
3.18000e-07,-0.02,0.3
3.19000e-07,-0.02,0.3
3.20000e-07,-0.02,0.3
3.21000e-07,0.02,0.3
3.22000e-07,-0.02,0.3
3.23000e-07,0.02,0.3
3.24000e-07,-0.02,0.3
3.25000e-07,0.02,0.3
3.26000e-07,-0.02,0.3
3.27000e-07,0.02,0.5
3.28000e-07,-0.02,0.3
3.29000e-07,0.02,0.3
3.30000e-07,0.02,0.3
3.31000e-07,0.02,0.3
3.32000e-07,-0.02,0.3
3.33000e-07,0.02,0.3
3.34000e-07,-0.02,0.3
3.35000e-07,0.02,0.3
3.36000e-07,-0.02,0.3
3.37000e-07,0.02,0.3
3.38000e-07,-0.02,0.3
3.39000e-07,0.02,0.3
3.40000e-07,-0.02,0.3
3.41000e-07,0.02,0.3
3.42000e-07,-0.02,0.3
3.43000e-07,-0.02,0.5
3.44000e-07,-0.02,0.5
3.45000e-07,0.02,0.3
3.46000e-07,-0.02,0.3
3.47000e-07,0.02,0.3
3.48000e-07,-0.02,0.3
3.49000e-07,0.02,0.3
3.50000e-07,-0.02,0.3
3.51000e-07,0.02,0.3
3.52000e-07,-0.02,0.3
3.53000e-07,0.02,0.3
3.54000e-07,-0.02,0.3
3.55000e-07,0.02,0.3
3.56000e-07,-0.02,0.3
3.57000e-07,-0.02,0.3
3.58000e-07,-0.02,0.5
3.59000e-07,-0.02,0.5
3.60000e-07,-0.02,0.5
3.61000e-07,0.02,0.3
3.62000e-07,-0.02,0.5
3.63000e-07,-0.02,0.3
3.64000e-07,-0.02,0.3
3.65000e-07,0.02,0.3
3.66000e-07,-0.02,0.3
3.67000e-07,0.02,0.3
3.68000e-07,0.02,0.5
3.69000e-07,0.02,0.5
3.70000e-07,-0.02,0.5
3.71000e-07,0.02,0.3
3.72000e-07,-0.02,0.3
3.73000e-07,-0.02,0.3
3.74000e-07,-0.02,0.3
3.75000e-07,0.02,0.3
3.76000e-07,0.02,0.3
3.77000e-07,0.02,0.3
3.78000e-07,0.02,0.3
3.79000e-07,0.02,0.3
3.80000e-07,0.02,0.3
3.81000e-07,0.02,0.3
3.82000e-07,-0.02,0.3
3.83000e-07,0.02,0.3
3.84000e-07,-0.02,0.3
3.85000e-07,-0.02,0.5
3.86000e-07,-0.02,0.5
3.87000e-07,0.02,0.5
3.88000e-07,-0.02,0.3
3.89000e-07,0.02,0.3
3.90000e-07,-0.02,0.3
3.91000e-07,0.02,0.3
3.92000e-07,-0.02,0.3
3.93000e-07,0.02,0.3
3.94000e-07,-0.02,0.3
3.95000e-07,0.02,0.3
3.96000e-07,-0.02,0.3
3.97000e-07,0.02,0.3
3.98000e-07,-0.02,0.3
3.99000e-07,0.02,0.5
4.00000e-07,-0.02,0.5
4.01000e-07,0.02,0.5
4.02000e-07,0.02,0.5
4.03000e-07,0.02,0.3
4.04000e-07,-0.02,0.3
4.05000e-07,0.02,0.5
4.06000e-07,0.02,0.5
4.07000e-07,0.02,0.3
4.08000e-07,-0.02,0.3
4.09000e-07,0.02,0.3
4.10000e-07,-0.02,0.3
4.11000e-07,-0.02,0.3
4.12000e-07,0.02,0.3
4.13000e-07,0.02,0.3
4.14000e-07,-0.02,0.3
4.15000e-07,0.02,0.3
4.16000e-07,-0.02,0.3
4.17000e-07,0.02,0.3
4.18000e-07,0.02,0.3
4.19000e-07,0.02,0.3
4.20000e-07,-0.02,0.3
4.21000e-07,0.02,0.3
4.22000e-07,-0.02,0.5
4.23000e-07,0.02,0.3
4.24000e-07,-0.02,0.3
4.25000e-07,0.02,0.3
4.26000e-07,-0.02,0.3
4.27000e-07,0.02,0.3
4.28000e-07,-0.02,0.5
4.29000e-07,0.02,0.3
4.30000e-07,-0.02,0.5
4.31000e-07,0.02,0.3
4.32000e-07,-0.02,0.5
4.33000e-07,0.02,0.3
4.34000e-07,-0.02,0.3
4.35000e-07,0.02,0.5
4.36000e-07,0.02,0.3
4.37000e-07,0.02,0.3
4.38000e-07,0.02,0.5
4.39000e-07,0.02,0.3
4.40000e-07,-0.02,0.3
4.41000e-07,-0.02,0.3
4.42000e-07,-0.02,0.3
4.43000e-07,-0.02,0.3
4.44000e-07,-0.02,0.3
4.45000e-07,-0.02,0.3
4.46000e-07,-0.02,0.5
4.47000e-07,-0.02,0.3
4.48000e-07,-0.02,0.3
4.49000e-07,0.02,0.3
4.50000e-07,-0.02,0.3
4.51000e-07,-0.02,0.3
4.52000e-07,-0.02,0.3
4.53000e-07,-0.02,0.5
4.54000e-07,0.02,0.3
4.55000e-07,-0.02,0.5
4.56000e-07,-0.02,0.3
4.57000e-07,-0.02,0.5
4.58000e-07,-0.02,0.3
4.59000e-07,-0.02,0.3
4.60000e-07,-0.02,0.3
4.61000e-07,-0.02,0.3
4.62000e-07,-0.02,0.5
4.63000e-07,0.02,0.3
4.64000e-07,-0.02,0.5
4.65000e-07,0.02,0.3
4.66000e-07,-0.02,0.5
4.67000e-07,0.02,0.3
4.68000e-07,-0.02,0.5
4.69000e-07,0.02,0.3
4.70000e-07,0.02,0.3
4.71000e-07,0.02,0.3
4.72000e-07,-0.02,0.3
4.73000e-07,0.02,0.3
4.74000e-07,-0.02,0.3
4.75000e-07,0.02,0.3
4.76000e-07,0.02,0.3
4.77000e-07,0.02,0.3
4.78000e-07,-0.02,0.3
4.79000e-07,-0.02,0.3
4.80000e-07,-0.02,0.3
4.81000e-07,-0.02,0.3
4.82000e-07,-0.02,0.3
4.83000e-07,0.02,0.3
4.84000e-07,-0.02,0.3
4.85000e-07,0.02,0.3
4.86000e-07,-0.02,0.3
4.87000e-07,0.02,0.3
4.88000e-07,-0.02,0.3
4.89000e-07,-0.02,0.3
4.90000e-07,-0.02,0.5
4.91000e-07,0.02,0.3
4.92000e-07,-0.02,0.5
4.93000e-07,0.02,0.5
4.94000e-07,-0.02,0.5
4.95000e-07,0.02,0.3
4.96000e-07,-0.02,0.5
4.97000e-07,0.02,0.3
4.98000e-07,-0.02,0.3
4.99000e-07,0.02,0.3
5.00000e-07,-0.02,0.3
5.01000e-07,0.02,0.3
5.02000e-07,-0.02,0.3
5.03000e-07,0.02,0.3
5.04000e-07,-0.02,0.3
5.05000e-07,0.02,0.3
5.06000e-07,-0.02,0.3
5.07000e-07,-0.02,0.3
5.08000e-07,-0.02,0.3
5.09000e-07,0.02,0.3
5.10000e-07,0.02,0.3
5.11000e-07,0.02,0.3
5.12000e-07,0.02,0.3
5.13000e-07,0.02,0.3
5.14000e-07,0.02,0.3
5.15000e-07,-0.02,0.3
5.16000e-07,-0.02,0.5
5.17000e-07,-0.02,0.3
5.18000e-07,-0.02,0.5
5.19000e-07,0.02,0.3
5.20000e-07,-0.02,0.5
5.21000e-07,0.02,0.3
5.22000e-07,-0.02,0.5
5.23000e-07,0.02,0.3
5.24000e-07,-0.02,0.3
5.25000e-07,0.02,0.3
5.26000e-07,0.02,0.3
5.27000e-07,0.02,0.3
5.28000e-07,-0.02,0.5
5.29000e-07,-0.02,0.3
5.30000e-07,-0.02,0.3
5.31000e-07,-0.02,0.3
5.32000e-07,-0.02,0.3
5.33000e-07,-0.02,0.5
5.34000e-07,-0.02,0.5
5.35000e-07,-0.02,0.5
5.36000e-07,-0.02,0.3
5.37000e-07,0.02,0.3
5.38000e-07,-0.02,0.5
5.39000e-07,0.02,0.3
5.40000e-07,0.02,0.5
5.41000e-07,0.02,0.3
5.42000e-07,-0.02,0.5
5.43000e-07,0.02,0.3
5.44000e-07,-0.02,0.5
5.45000e-07,-0.02,0.3
5.46000e-07,-0.02,0.3
5.47000e-07,-0.02,0.3
5.48000e-07,-0.02,0.3
5.49000e-07,-0.02,0.3
5.50000e-07,-0.02,0.3
5.51000e-07,-0.02,0.5
5.52000e-07,-0.02,0.3
5.53000e-07,-0.02,0.3
5.54000e-07,-0.02,0.3
5.55000e-07,0.02,0.5
5.56000e-07,0.02,0.5
5.57000e-07,0.02,0.3
5.58000e-07,-0.02,0.5
5.59000e-07,0.02,0.3
5.60000e-07,-0.02,0.3
5.61000e-07,0.02,0.3
5.62000e-07,-0.02,0.3
5.63000e-07,-0.02,0.3
5.64000e-07,-0.02,0.3
5.65000e-07,0.02,0.3
5.66000e-07,-0.02,0.5
5.67000e-07,0.02,0.3
5.68000e-07,-0.02,0.3
5.69000e-07,0.02,0.5
5.70000e-07,-0.02,0.3
5.71000e-07,0.02,0.3
5.72000e-07,-0.02,0.3
5.73000e-07,0.02,0.3
5.74000e-07,-0.02,0.3
5.75000e-07,-0.02,0.3
5.76000e-07,-0.02,0.5
5.77000e-07,0.02,0.3
5.78000e-07,-0.02,0.5
5.79000e-07,0.02,0.3
5.80000e-07,-0.02,0.3
5.81000e-07,0.02,0.3
5.82000e-07,-0.02,0.3
5.83000e-07,0.02,0.3
5.84000e-07,-0.02,0.3
5.85000e-07,0.02,0.3
5.86000e-07,-0.02,0.3
5.87000e-07,0.02,0.3
5.88000e-07,-0.02,0.5
5.89000e-07,-0.02,0.3
5.90000e-07,-0.02,0.5
5.91000e-07,-0.02,0.3
5.92000e-07,-0.02,0.3
5.93000e-07,0.02,0.3
5.94000e-07,-0.02,0.5
5.95000e-07,0.02,0.3
5.96000e-07,-0.02,0.3
5.97000e-07,0.02,0.3
5.98000e-07,-0.02,0.3
5.99000e-07,0.02,0.3
6.00000e-07,-0.02,0.5
6.01000e-07,0.02,0.3
6.02000e-07,-0.02,0.3
6.03000e-07,-0.02,0.3
6.04000e-07,-0.02,0.3
6.05000e-07,-0.02,0.3
6.06000e-07,-0.02,0.5
6.07000e-07,-0.02,0.3
6.08000e-07,-0.02,0.5
6.09000e-07,-0.02,0.3
6.10000e-07,-0.02,0.5
6.11000e-07,-0.02,0.3
6.12000e-07,-0.02,0.5
6.13000e-07,0.02,0.3
6.14000e-07,-0.02,0.5
6.15000e-07,0.02,0.3
6.16000e-07,-0.02,0.5
6.17000e-07,0.02,0.3
6.18000e-07,-0.02,0.3
6.19000e-07,0.02,0.3
6.20000e-07,-0.02,0.3
6.21000e-07,-0.02,0.3
6.22000e-07,-0.06,0.3
6.23000e-07,-0.02,0.3
6.24000e-07,-0.02,0.5
6.25000e-07,0.02,0.3
6.26000e-07,-0.02,0.5
6.27000e-07,-0.02,0.3
6.28000e-07,-0.02,0.5
6.29000e-07,-0.02,0.3
6.30000e-07,-0.02,0.5
6.31000e-07,-0.02,0.3
6.32000e-07,-0.02,0.3
6.33000e-07,0.02,0.3
6.34000e-07,-0.02,0.3
6.35000e-07,-0.02,0.3
6.36000e-07,-0.02,0.3
6.37000e-07,-0.02,0.3
6.38000e-07,-0.02,0.3
6.39000e-07,0.02,0.5
6.40000e-07,-0.02,0.5
6.41000e-07,0.02,0.3
6.42000e-07,-0.02,0.5
6.43000e-07,0.02,0.3
6.44000e-07,-0.02,0.5
6.45000e-07,-0.02,0.3
6.46000e-07,-0.02,0.5
6.47000e-07,-0.02,0.3
6.48000e-07,-0.02,0.3
6.49000e-07,-0.02,0.3
6.50000e-07,-0.02,0.3
6.51000e-07,-0.02,0.3
6.52000e-07,-0.02,0.3
6.53000e-07,-0.02,0.3
6.54000e-07,-0.02,0.5
6.55000e-07,-0.02,0.5
6.56000e-07,-0.02,0.5
6.57000e-07,0.02,0.3
6.58000e-07,-0.02,0.5
6.59000e-07,0.02,0.3
6.60000e-07,-0.02,0.5
6.61000e-07,-0.02,0.3
6.62000e-07,-0.02,0.3
6.63000e-07,0.02,0.3
6.64000e-07,-0.02,0.3
6.65000e-07,0.02,0.5
6.66000e-07,-0.02,0.5
6.67000e-07,0.02,0.3
6.68000e-07,-0.02,0.3
6.69000e-07,0.02,0.3
6.70000e-07,-0.02,0.5
6.71000e-07,-0.02,0.3
6.72000e-07,-0.02,0.5
6.73000e-07,-0.02,0.3
6.74000e-07,-0.02,0.5
6.75000e-07,0.02,0.3
6.76000e-07,-0.02,0.5
6.77000e-07,-0.02,0.3
6.78000e-07,-0.02,0.5
6.79000e-07,0.02,0.3
6.80000e-07,-0.02,0.5
6.81000e-07,0.02,0.3
6.82000e-07,0.02,0.3
6.83000e-07,0.02,0.3
6.84000e-07,-0.02,0.5
6.85000e-07,-0.02,0.3
6.86000e-07,-0.02,0.3
6.87000e-07,0.02,0.3
6.88000e-07,-0.02,0.3
6.89000e-07,-0.02,0.3
6.90000e-07,-0.02,0.3
6.91000e-07,-0.02,0.3
6.92000e-07,-0.02,0.3
6.93000e-07,-0.02,0.3
6.94000e-07,-0.06,0.3
6.95000e-07,0.02,0.3
6.96000e-07,-0.02,0.3
6.97000e-07,0.02,0.5
6.98000e-07,0.02,0.3
6.99000e-07,0.02,0.3
7.00000e-07,0.02,0.3
7.01000e-07,0.02,0.3
7.02000e-07,-0.02,0.3
7.03000e-07,0.02,0.3
7.04000e-07,-0.02,0.3
7.05000e-07,0.02,0.3
7.06000e-07,0.02,0.3
7.07000e-07,0.02,0.3
7.08000e-07,0.02,0.3
7.09000e-07,-0.02,0.3
7.10000e-07,-0.02,0.3
7.11000e-07,0.02,0.3
7.12000e-07,0.02,0.3
7.13000e-07,0.02,0.3
7.14000e-07,-0.02,0.3
7.15000e-07,0.02,0.0999999
7.16000e-07,0.02,0.0999999
7.17000e-07,0.02,0.0999999
7.18000e-07,-0.02,0.0999999
7.19000e-07,0.02,0.0999999
7.20000e-07,-0.02,0.0999999
7.21000e-07,0.02,-0.1
7.22000e-07,-0.02,-0.1
7.23000e-07,0.02,-0.1
7.24000e-07,-0.02,0.0999999
7.25000e-07,-0.02,-0.1
7.26000e-07,-0.02,0.0999999
7.27000e-07,-0.02,-0.1
7.28000e-07,-0.02,0.0999999
7.29000e-07,-0.02,-0.1
7.30000e-07,-0.02,0.0999999
7.31000e-07,0.02,0.0999999
7.32000e-07,-0.02,0.0999999
7.33000e-07,0.02,0.0999999
7.34000e-07,-0.02,0.0999999
7.35000e-07,-0.02,0.0999999
7.36000e-07,-0.02,0.0999999
7.37000e-07,-0.02,0.0999999
7.38000e-07,-0.02,0.0999999
7.39000e-07,0.02,0.0999999
7.40000e-07,-0.02,0.0999999
7.41000e-07,0.02,0.0999999
7.42000e-07,-0.02,0.0999999
7.43000e-07,-0.02,0.0999999
7.44000e-07,-0.06,0.3
7.45000e-07,-0.06,0.0999999
7.46000e-07,-0.1,0.0999999
7.47000e-07,-0.1,0.0999999
7.48000e-07,-0.14,0.0999999
7.49000e-07,-0.18,0.0999999
7.50000e-07,-0.22,0.0999999
7.51000e-07,-0.22,0.0999999
7.52000e-07,-0.26,0.0999999
7.53000e-07,-0.26,0.0999999
7.54000e-07,-0.3,0.3
7.55000e-07,-0.3,0.0999999
7.56000e-07,-0.3,0.0999999
7.57000e-07,-0.3,0.0999999
7.58000e-07,-0.34,0.3
7.59000e-07,-0.3,0.0999999
7.60000e-07,-0.34,0.0999999
7.61000e-07,-0.3,0.0999999
7.62000e-07,-0.34,0.3
7.63000e-07,-0.3,0.0999999
7.64000e-07,-0.3,0.0999999
7.65000e-07,-0.26,0.0999999
7.66000e-07,-0.3,0.3
7.67000e-07,-0.26,0.0999999
7.68000e-07,-0.3,0.3
7.69000e-07,-0.26,0.0999999
7.70000e-07,-0.26,0.3
7.71000e-07,-0.26,0.0999999
7.72000e-07,-0.26,0.3
7.73000e-07,-0.26,0.0999999
7.74000e-07,-0.26,0.3
7.75000e-07,-0.26,0.3
7.76000e-07,-0.26,0.3
7.77000e-07,-0.26,0.3
7.78000e-07,-0.26,0.3
7.79000e-07,-0.22,0.3
7.80000e-07,-0.26,0.3
7.81000e-07,-0.22,0.3
7.82000e-07,-0.22,0.3
7.83000e-07,-0.22,0.3
7.84000e-07,-0.22,0.3
7.85000e-07,-0.18,0.3
7.86000e-07,-0.22,0.3
7.87000e-07,-0.18,0.3
7.88000e-07,-0.22,0.3
7.89000e-07,-0.18,0.3
7.90000e-07,-0.18,0.3
7.91000e-07,-0.18,0.3
7.92000e-07,-0.18,0.3
7.93000e-07,-0.14,0.3
7.94000e-07,-0.18,0.3
7.95000e-07,-0.14,0.3
7.96000e-07,-0.18,0.3
7.97000e-07,-0.14,0.3
7.98000e-07,-0.14,0.3
7.99000e-07,-0.14,0.3
8.00000e-07,-0.14,0.3
8.01000e-07,-0.14,0.3
8.02000e-07,-0.14,0.5
8.03000e-07,-0.1,0.3
8.04000e-07,-0.14,0.3
8.05000e-07,-0.1,0.3
8.06000e-07,-0.14,0.3
8.07000e-07,-0.14,0.3
8.08000e-07,-0.14,0.3
8.09000e-07,-0.14,0.3
8.10000e-07,-0.14,0.3
8.11000e-07,-0.1,0.3
8.12000e-07,-0.1,0.3
8.13000e-07,-0.1,0.3
8.14000e-07,-0.14,0.3
8.15000e-07,-0.1,0.3
8.16000e-07,-0.1,0.3
8.17000e-07,-0.1,0.3
8.18000e-07,-0.14,0.3
8.19000e-07,-0.1,0.3
8.20000e-07,-0.14,0.3
8.21000e-07,-0.1,0.3
8.22000e-07,-0.1,0.3
8.23000e-07,-0.1,0.3
8.24000e-07,-0.1,0.3
8.25000e-07,-0.1,0.3
8.26000e-07,-0.1,0.3
8.27000e-07,-0.1,0.5
8.28000e-07,-0.14,0.3
8.29000e-07,-0.1,0.3
8.30000e-07,-0.14,0.3
8.31000e-07,-0.1,0.3
8.32000e-07,-0.1,0.3
8.33000e-07,-0.1,0.3
8.34000e-07,-0.1,0.3
8.35000e-07,-0.1,0.3
8.36000e-07,-0.14,0.3
8.37000e-07,-0.1,0.5
8.38000e-07,-0.1,0.3
8.39000e-07,-0.06,0.3
8.40000e-07,-0.1,0.3
8.41000e-07,-0.1,0.5
8.42000e-07,-0.1,0.5
8.43000e-07,-0.1,0.3
8.44000e-07,-0.1,0.5
8.45000e-07,-0.06,0.3
8.46000e-07,-0.1,0.3
8.47000e-07,-0.06,0.3
8.48000e-07,-0.1,0.3
8.49000e-07,-0.06,0.3
8.50000e-07,-0.1,0.3
8.51000e-07,-0.06,0.3
8.52000e-07,-0.06,0.5
8.53000e-07,-0.06,0.3
8.54000e-07,-0.06,0.3
8.55000e-07,-0.06,0.3
8.56000e-07,-0.1,0.5
8.57000e-07,-0.06,0.3
8.58000e-07,-0.06,0.3
8.59000e-07,-0.06,0.3
8.60000e-07,-0.06,0.3
8.61000e-07,-0.06,0.3
8.62000e-07,-0.06,0.3
8.63000e-07,-0.02,0.3
8.64000e-07,-0.06,0.3
8.65000e-07,-0.06,0.3
8.66000e-07,-0.1,0.3
8.67000e-07,-0.06,0.3
8.68000e-07,-0.06,0.3
8.69000e-07,-0.06,0.3
8.70000e-07,-0.06,0.5
8.71000e-07,-0.02,0.3
8.72000e-07,-0.06,0.5
8.73000e-07,-0.06,0.3
8.74000e-07,-0.06,0.3
8.75000e-07,-0.06,0.3
8.76000e-07,-0.06,0.3
8.77000e-07,-0.02,0.3
8.78000e-07,-0.06,0.3
8.79000e-07,-0.06,0.3
8.80000e-07,-0.06,0.3
